ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon,nam,newmajor
DTT,Đại học Tôn Đức Thắng,TP HCM,F7480103,Kỹ thuật phần mềm - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,30.9,"A00, A01, D01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7520114,Kỹ thuật cơ điện tử,31.3,"A00, A01, C01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7380101,Luật - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,31.1,"A00, A01, C01, D01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7480102,Mạng máy tính và truyền thông dữ liệu,31.2,"A00, A01, D01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340115,Marketing,34.25,"A00, A01, D01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340115,Marketing -Chất lượng cao giảng dạy bằng tiếng Anh - Việt,31.3,"A00, A01, D01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,31.85,"A00, A01, C01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7520207,Ngành Kỹ thuật điện tử truyền thông,31.2,"A00, A01, C01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340120,Ngành Kinh doanh quốc tế,33.8,"A00, A01, D01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7220204,Ngôn ngữ Trung Quốc,32.5,"D01, D04, D11, D55",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7220201,Ngôn ngữ Anh -Chất lượng cao giảng dạy bằng tiếng Anh - Việt,30.3,"D01, D11",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7220201,Ngôn ngữ Anh,33.8,"D01, D11",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340101,Quản trị Kinh doanh,33.0,"A00, A01, D01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340101N,Quản trị kinh doanh (Chuyên ngành Quản trị Nhà hàng - Khách sạn),32.0,"A00, A01, D01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340101,Quản trị kinh doanh (Chuyên ngành: Quản trị nguồn nhân lực) - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,30.0,"A00, A01, D01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7810301,Quản lý thể dục thể thao,31.3,"A01, D01, T00, T01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7340201,Tài chính – Ngân hàng,33.0,"A00, A01, D01, D07",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7210403,Thiết kế đồ họa,31.5,"H00, H01, H02, H03",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,F7210403,Thiết kế đồ họa - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,31.0,"H00, H01, H02, H03",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7210404,Thiết kế thời trang,30.6,"H00, H01, H02, H03",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7310630Q,Việt Nam học (Chuyên ngành Du lịch và Quản lý du lịch),33.3,"A01, C00, C01, D01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7310630,Việt Nam học,34.25,"A01, C00, C01, D01",2024,0
DTT,Đại học Tôn Đức Thắng,TP HCM,7310301,Xã hội học,32.3,"A01, C00, C01, D01",2024,0
MHN,Đại học Mở Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,32.03,D01,2024,0
MHN,Đại học Mở Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,33.19,"D01, D04",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,604,Báo phát thanh,35.75,D01,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,604,Báo phát thanh,36.75,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,602,Báo in,34.98,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,607,Báo mạng điện tử,35.15,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,605,Báo truyền hình,35.46,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,607,Báo mạng điện tử,35.65,D01,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,602,Báo in,36.48,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,605,Báo truyền hình,35.96,D01,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,604,Báo phát thanh,35.25,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,602,Báo in,35.48,D01,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,605,Báo truyền hình,37.21,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,607,Báo mạng điện tử,36.9,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7229010,Lịch sử,36.12,"C03, D14",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7229010,Lịch sử,38.12,"C00, C19",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,616,"Ngành Quan hệ công chúng, chuyên ngành Truyền thông marketing (chất lượng cao)",36.13,"A01, D01",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,606,"Ngành Báo chí, chuyên ngành Quay phim truyền hình",35.48,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,611,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và truyền thông quốc tế",34.7,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,615,"Ngành Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",36.45,"A01, D01",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,616,"Ngành Quan hệ công chúng, chuyên ngành Truyền thông marketing (chất lượng cao)",37.38,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,614,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và truyền thông toàn cầu (chất lượng cao)",35.57,"A01, D01",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,603,"Ngành Báo chí, chuyên ngành Ảnh báo chí",35.63,D01,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,615,"Ngành Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",37.7,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,610,"Ngành Quan hệ quốc tế, chuyên ngành Thông tin đối ngoại",35.0,"A01, D01",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,616,"Ngành Quan hệ công chúng, chuyên ngành Truyền thông marketing (chất lượng cao)",35.63,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,615,"Ngành Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",35.95,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,611,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và truyền thông quốc tế",36.2,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,611,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và truyền thông quốc tế",35.2,"A01, D01",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,614,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và truyền thông toàn cầu (chất lượng cao)",36.57,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,606,"Ngành Báo chí, chuyên ngành Quay phim truyền hình",35.73,"D01, D78",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,603,"Ngành Báo chí, chuyên ngành Ảnh báo chí",36.13,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,614,"Ngành Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và truyền thông toàn cầu (chất lượng cao)",35.07,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,603,"Ngành Báo chí, chuyên ngành Ảnh báo chí",35.13,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,610,"Ngành Quan hệ quốc tế, chuyên ngành Thông tin đối ngoại",36.0,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,610,"Ngành Quan hệ quốc tế, chuyên ngành Thông tin đối ngoại",34.5,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7220201,Ngôn ngữ Anh,35.95,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7220201,Ngôn ngữ Anh,34.7,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7220201,Ngôn ngữ Anh,35.2,"A01, D01",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320110,Quảng cáo,35.58,"A01, D01",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320110,Quảng cáo,36.08,D78,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320110,Quảng cáo,35.08,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320107,Truyền thông quốc tế,35.4,D72,2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320107,Truyền thông quốc tế,35.9,"A01, D01",2024,0
HBT,Học viện Báo chí và Tuyên truyền,Hà Nội,7320107,Truyền thông quốc tế,37.15,D78,2024,0
HQT,Học viện Ngoại giao,Hà Nội,HQT02,Ngôn ngữ Anh,35.58,"A01, D01, D07",2024,0
LDA,Đại học Công đoàn,Hà Nội,7220201,Ngôn ngữ Anh,33.0,"D01, D14, D15",2024,0
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7220201D125,"Ngôn ngữ Anh,",32.0,"A01, D01, D10, D14",2024,0
HHA,Đại học Hàng hải Việt Nam,Hải Phòng,7220201D124,Tiếng Anh thương mại,31.75,"A01, D01, D10, D14",2024,0
THV,Đại học Hùng Vương,Phú Thọ,7140206,Giáo dục Thể chất,34.0,T00,2024,0
THV,Đại học Hùng Vương,Phú Thọ,7140201,Giáo dục Mầm non,33.47,M00,2024,0
THV,Đại học Hùng Vương,Phú Thọ,7140221,Sư phạm Âm nhạc,33.0,N00,2024,0
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580101,Kiến trúc,30.2,"V00, V01, V02",2024,1
TDH,Đại Học Sư Phạm Thể Dục Thể Thao Hà Nội,Hà Nội,7140208,Giáo dục Quốc phòng - An ninh,36.03,"C00, C19, D66",2024,1
TDH,Đại Học Sư Phạm Thể Dục Thể Thao Hà Nội,Hà Nội,7140206,Giáo dục Thể chất,33.42,"T00, T02, T05",2024,0
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7810101C,Du lịch - Hướng dẫn du lịch quốc tế,33.33,"C19, D01, D09, D14, D15",2024,0
VHH,Đại học Văn hóa Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,34.35,"C19, D01, D09, D14, D15",2024,0
HCP,Học viện Chính sách và Phát triển,Hà Nội,7310106_1,Kinh tế đối ngoại CLC,32.85,"A01, D01, D07, D10",2024,1
HCP,Học viện Chính sách và Phát triển,Hà Nội,7220201,Ngôn ngữ Anh,33.05,"A01, D01, D07, D10",2024,0
HCP,Học viện Chính sách và Phát triển,Hà Nội,7340101_1,"Quản trị kinh doanh (Liên kết với Đại học CityU, Hoa Kỳ)",33.33,"A01, D01, D07, D10",2024,1
HCP,Học viện Chính sách và Phát triển,Hà Nội,7340201_1,Tài chính ngân hàng (chuyên ngành Tài chính doanh nghiệp),33.3,"A01, D01, D07, D10",2024,1
